filename,dataset,kind,label,label_name,n_components,microplot,replicate,year,illumination,datetime,area,fill_frac,refl0,refl1,refl2,brightness,spectralon0,spectralon1,spectralon2
grain188_R22-scoop-bac17-3_8000_us_2x_2022-08-26T080240_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,3.0,2022,8000,2022-08-26 08:02:40,11331,0.1784297052154195,0.1566970383613082,0.2677045723996558,0.29982287569710575,0.2414081621526899,2271.80677028451,11956.860979978925,20047.72506849315
grain72_R22-scoop-bac17-1_8000_us_2x_2022-08-26T075332_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,1.0,2022,8000,2022-08-26 07:53:32,7206,0.11347316704459562,0.21944894180751737,0.3803866914122256,0.4133671922900471,0.33773427516993,2277.443171759747,11994.427660695468,20112.63015279241
grain148_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,10832,0.1705719324766944,0.187636563860042,0.35093014888989743,0.3972854001148373,0.31195070428825894,2276.8664330874603,11956.072544783983,20041.291138040044
grain119_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,8530,0.13432224741748552,0.1561140492170361,0.2884944177441239,0.3224852113103286,0.25569789275716287,2276.8664330874603,11956.072544783983,20041.291138040044
grain222_R22-scoop-bac17-3_8000_us_2x_2022-08-26T080240_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,3.0,2022,8000,2022-08-26 08:02:40,12165,0.19156273620559336,0.12712482665623812,0.23128666936722878,0.25201085664267675,0.20347411755538122,2271.80677028451,11956.860979978925,20047.72506849315
grain100_R22-scoop-bac17-1_8000_us_2x_2022-08-26T075332_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,1.0,2022,8000,2022-08-26 07:53:32,9762,0.1537226001511716,0.19188740524809494,0.329891028902503,0.3478370453469158,0.28987182649917126,2277.443171759747,11994.427660695468,20112.63015279241
grain51_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,7603,0.11972474174855127,0.2095622584072173,0.3477560565223339,0.3945600287371245,0.3172927812222252,2276.8664330874603,11956.072544783983,20041.291138040044
grain49_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,9221,0.1452034517510708,0.2100294498552787,0.33912449618446777,0.36285334976316763,0.3040024319343047,2276.8664330874603,11956.072544783983,20041.291138040044
grain90_R22-scoop-bac17-3_8000_us_2x_2022-08-26T080240_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,3.0,2022,8000,2022-08-26 08:02:40,9704,0.15280927185689092,0.22255422931010627,0.3768582385905125,0.4094754325292239,0.3362959668099476,2271.80677028451,11956.860979978925,20047.72506849315
grain110_R22-scoop-bac17-3_8000_us_2x_2022-08-26T080240_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,3.0,2022,8000,2022-08-26 08:02:40,4308,0.06783824640967498,0.14490842048067737,0.21752953664513558,0.23683662418369,0.1997581937698343,2271.80677028451,11956.860979978925,20047.72506849315
grain199_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,7057,0.11112685815066767,0.16797109940489055,0.300851521483519,0.3290574687217348,0.26596002987004813,2276.8664330874603,11956.072544783983,20041.291138040044
grain89_R22-scoop-bac17-2_8000_us_2x_2022-08-26T075757_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,2.0,2022,8000,2022-08-26 07:57:57,8047,0.1267164273116654,0.19596961025639884,0.3503580724905446,0.3809567442384904,0.30909480899514463,2270.8025658587985,11973.445732349843,20081.413535300315
grain142_R22-scoop-bac17-2_8000_us_2x_2022-08-26T075757_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,2.0,2022,8000,2022-08-26 07:57:57,11526,0.18150037792894935,0.14574125079548916,0.27601135505005076,0.315413646112548,0.24572208398602932,2270.8025658587985,11973.445732349843,20081.413535300315
grain103_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,9396,0.14795918367346939,0.14179987519298975,0.26771017048794826,0.3033560380303674,0.2376220279037685,2276.8664330874603,11956.072544783983,20041.291138040044
grain181_R22-scoop-bac17-2_8000_us_2x_2022-08-26T075757_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,2.0,2022,8000,2022-08-26 07:57:57,11766,0.18527966742252455,0.13093327762025353,0.25618961074935986,0.29584936625745323,0.22765741820902222,2270.8025658587985,11973.445732349843,20081.413535300315
grain43_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,10221,0.16095049130763417,0.20187269137635866,0.32315299180087453,0.34104282772119837,0.28868950363281054,2276.8664330874603,11956.072544783983,20041.291138040044
grain71_R22-scoop-bac17-3_8000_us_2x_2022-08-26T080240_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,3.0,2022,8000,2022-08-26 08:02:40,10911,0.17181594860166288,0.1850171752808603,0.31468828272512545,0.33703501552534115,0.27891349117710895,2271.80677028451,11956.860979978925,20047.72506849315
grain96_R22-scoop-bac17-1_8000_us_2x_2022-08-26T075332_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,1.0,2022,8000,2022-08-26 07:53:32,7044,0.11092214663643235,0.16636026913698038,0.2969960482027489,0.3296934158850066,0.26434991107491196,2277.443171759747,11994.427660695468,20112.63015279241
grain132_R22-scoop-bac17-2_8000_us_2x_2022-08-26T075757_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,2.0,2022,8000,2022-08-26 07:57:57,10487,0.16513920382968003,0.1451091876659632,0.26317740423299807,0.29004953522370364,0.2327787090408883,2270.8025658587985,11973.445732349843,20081.413535300315
grain75_R22-scoop-bac17-3_8000_us_2x_2022-08-26T080240_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,3.0,2022,8000,2022-08-26 08:02:40,8576,0.13504661123708742,0.17453137947785025,0.291861063549497,0.32254730336030885,0.262979915462552,2271.80677028451,11956.860979978925,20047.72506849315
grain41_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,9103,0.14334530108339633,0.1458472739233843,0.2888289263110753,0.329526307413766,0.2547341692160752,2276.8664330874603,11956.072544783983,20041.291138040044
grain76_R22-scoop-bac17-2_8000_us_2x_2022-08-26T075757_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,2.0,2022,8000,2022-08-26 07:57:57,10574,0.16650919627110103,0.21666146231216385,0.36425715175478707,0.3949149608040773,0.3252778582903427,2270.8025658587985,11973.445732349843,20081.413535300315
grain193_R22-scoop-bac17-2_8000_us_2x_2022-08-26T075757_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,2.0,2022,8000,2022-08-26 07:57:57,9788,0.15413202317964222,0.14581964709922968,0.259404154020011,0.2879447182170896,0.2310561731121101,2270.8025658587985,11973.445732349843,20081.413535300315
grain92_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,6509,0.10249748047367095,0.16088439912808358,0.29037134064788106,0.321106117643202,0.2574539524730555,2276.8664330874603,11956.072544783983,20041.291138040044
grain21_R22-scoop-bac17-1_8000_us_2x_2022-08-26T075332_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,1.0,2022,8000,2022-08-26 07:53:32,10212,0.1608087679516251,0.16656655545698543,0.2756033725236614,0.30290000829377484,0.2483566454248072,2277.443171759747,11994.427660695468,20112.63015279241
grain184_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,10822,0.17041446208112876,0.2118622079370578,0.36170199455636554,0.39623499484389213,0.3232663991124385,2276.8664330874603,11956.072544783983,20041.291138040044
grain163_R22-scoop-bac17-2_8000_us_2x_2022-08-26T075757_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,2.0,2022,8000,2022-08-26 07:57:57,10703,0.1685405643738977,0.17005251913636713,0.2955935246180976,0.3229228067268265,0.2628562834937637,2270.8025658587985,11973.445732349843,20081.413535300315
grain89_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,9350,0.14723481985386747,0.17040245163447998,0.319123370192889,0.3643887440324145,0.28463818861992785,2276.8664330874603,11956.072544783983,20041.291138040044
grain86_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,9824,0.15469891660367852,0.19470095506050164,0.3275541179399063,0.3615185467920727,0.29459120659749355,2276.8664330874603,11956.072544783983,20041.291138040044
grain166_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,12641,0.1990583270345175,0.18393703453885055,0.2802830821579352,0.3071601043746334,0.2571267403571397,2276.8664330874603,11956.072544783983,20041.291138040044
grain28_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,8078,0.12720458553791889,0.1386719592461059,0.26325353417455394,0.30394366473829326,0.2352897193863177,2276.8664330874603,11956.072544783983,20041.291138040044
grain215_R22-scoop-bac17-3_8000_us_2x_2022-08-26T080240_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,3.0,2022,8000,2022-08-26 08:02:40,13059,0.205640589569161,0.18007606047718258,0.2812362739998845,0.30773771558015406,0.25635001668574037,2271.80677028451,11956.860979978925,20047.72506849315
grain161_R22-scoop-bac17-1_8000_us_2x_2022-08-26T075332_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,1.0,2022,8000,2022-08-26 07:53:32,10170,0.16014739229024944,0.20954406863787828,0.3527322198905291,0.3826591766516728,0.31497848839336007,2277.443171759747,11994.427660695468,20112.63015279241
grain73_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,8504,0.13391282438901486,0.16912263518320333,0.31021377711170806,0.3542156469986581,0.2778506864311898,2276.8664330874603,11956.072544783983,20041.291138040044
grain166_R22-scoop-bac17-2_8000_us_2x_2022-08-26T075757_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,2.0,2022,8000,2022-08-26 07:57:57,8742,0.13766061980347694,0.23624458471065038,0.38658855168235334,0.40282035386499726,0.341884496752667,2270.8025658587985,11973.445732349843,20081.413535300315
grain113_R22-scoop-bac17-1_8000_us_2x_2022-08-26T075332_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,1.0,2022,8000,2022-08-26 07:53:32,10578,0.16657218442932728,0.2004664531737533,0.34592862967792104,0.36988392756763494,0.30542633680643644,2277.443171759747,11994.427660695468,20112.63015279241
grain125_R22-scoop-bac17-3_8000_us_2x_2022-08-26T080240_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,3.0,2022,8000,2022-08-26 08:02:40,10139,0.15965923406399596,0.2359679711738799,0.3810975373999331,0.40956942567603005,0.3422116447499477,2271.80677028451,11956.860979978925,20047.72506849315
grain82_R22-scoop-bac17-1_8000_us_2x_2022-08-26T075332_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,1.0,2022,8000,2022-08-26 07:53:32,6584,0.10367850844041321,0.25606108599214916,0.44798285537197835,0.46518456634529,0.3897428359031392,2277.443171759747,11994.427660695468,20112.63015279241
grain109_R22-scoop-bac17-1_8000_us_2x_2022-08-26T075332_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,1.0,2022,8000,2022-08-26 07:53:32,9535,0.1501480221718317,0.18397051938764525,0.3165961939165924,0.3451009859839717,0.2818892330960698,2277.443171759747,11994.427660695468,20112.63015279241
grain3_R22-scoop-bac17-1_8000_us_2x_2022-08-26T075332_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,1.0,2022,8000,2022-08-26 07:53:32,7781,0.12252771478961955,0.17213374716134167,0.2948959642508023,0.3230024168026966,0.2633440427382802,2277.443171759747,11994.427660695468,20112.63015279241
grain88_R22-scoop-bac17-3_8000_us_2x_2022-08-26T080240_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,3.0,2022,8000,2022-08-26 08:02:40,11089,0.17461892164273116,0.20363488242687813,0.3386573046596484,0.3669101213500264,0.3030674361455176,2271.80677028451,11956.860979978925,20047.72506849315
grain188_R22-scoop-bac17-2_8000_us_2x_2022-08-26T075757_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,2.0,2022,8000,2022-08-26 07:57:57,4800,0.07558578987150416,0.12690664220378675,0.24148198252364939,0.26324043041303474,0.21054301838015696,2270.8025658587985,11973.445732349843,20081.413535300315
grain220_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,9804,0.15438397581254723,0.15179815383429782,0.24765482828518331,0.2618341787459668,0.22042905362181597,2276.8664330874603,11956.072544783983,20041.291138040044
grain141_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,8093,0.12744079113126733,0.20801324361792714,0.31695772752859047,0.33557115240613083,0.2868473745175495,2276.8664330874603,11956.072544783983,20041.291138040044
grain38_R22-scoop-bac17-2_8000_us_2x_2022-08-26T075757_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,2.0,2022,8000,2022-08-26 07:57:57,8174,0.12871630133534895,0.23760701550466912,0.3939588569818579,0.4189735481566773,0.35017980688106815,2270.8025658587985,11973.445732349843,20081.413535300315
grain123_R22-scoop-bac17-2_8000_us_2x_2022-08-26T075757_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,2.0,2022,8000,2022-08-26 07:57:57,10128,0.15948601662887377,0.2020653818739777,0.36502255259660343,0.3873986023149518,0.318162178928511,2270.8025658587985,11973.445732349843,20081.413535300315
grain161_R22-scoop-bac17-4_8000_us_2x_2022-08-26T080731_corr,SCOOP-R2022-bacs_processed,bac,bac17,EL4X-35,1,bac17,4.0,2022,8000,2022-08-26 08:07:31,10807,0.1701782564877803,0.20024099816180652,0.326396357926848,0.3468016176739485,0.29114632458753437,2276.8664330874603,11956.072544783983,20041.291138040044
